id,title,runtime,imdb_id,imdb_score,imdb_votes,IMDb,Rotten Tomatoes
ts306188,Motel Makeover,30.0,tt15128558,4.8,688.0,,
ts312094,JAPAN SINKS: People of Hope,54.0,tt15569106,6.7,404.0,,
ts288195,Invisible City,36.0,tt8878862,7.7,18.0,7.4,58/100
ts257271,The Time It Takes,13.0,tt13322938,7.1,1183.0,,
ts328617,Too Hot to Handle: Brazil,56.0,tt14902484,5.4,443.0,5.5,51/100
ts297247,That Girl Lay Lay,23.0,tt14442054,3.4,232.0,,
ts328317,Alessandro Cattelan: One Simple Question,30.0,tt15326678,6.5,157.0,,
ts297675,Sexy Beasts,23.0,tt14916746,4.6,1105.0,4.7,57/100
ts282840,Worn Stories,30.0,tt14177168,6.6,311.0,6.6,45/100
ts321966,WWII in Color: Road to Victory,51.0,tt16477402,8.2,1362.0,,
ts302058,Everything Will Be Fine,32.0,tt15101964,6.2,335.0,,
ts321437,Fishbowl Wives,43.0,tt15410190,6.1,704.0,,
ts291150,Soil,48.0,tt14319674,7.2,478.0,,
ts286632,Why Are You Like This?,24.0,tt8540808,6.5,1480.0,6.5,50/100
ts330012,Eternally Confused and Eager for Love,23.0,tt18274188,6.7,1302.0,,
ts313849,Blown Away: Christmas,29.0,tt15665668,6.7,466.0,,
ts314395,The Motive,35.0,tt15529566,5.3,1383.0,,
ts329711,"Love, Life & Everything in Between",27.0,tt18253682,5.3,65.0,,
ts317064,Where Is Marta?,63.0,tt15796898,6.8,1150.0,,
ts235563,Daughter from Another Mother,38.0,tt11937732,7.2,1766.0,,
ts302570,John of God: The Crimes of a Spiritual Healer,50.0,tt15233856,6.5,777.0,,
ts310335,Insiders,48.0,tt15436028,4.2,609.0,,
ts305890,Too Hot to Handle: Latino,36.0,tt15251764,5.2,260.0,,
ts331654,Pedal to Metal,38.0,tt15016440,7.5,51.0,,
ts325756,Midnight Asia: Eat · Dance · Dream,37.0,tt16583602,6.6,474.0,,
ts273245,Dad Stop Embarrassing Me!,25.0,tt13018090,4.1,1853.0,4.2,48/100
ts287703,Mine,69.0,tt14023192,7.8,1101.0,,
ts287838,Mad for Each Other,35.0,tt14596414,7.9,1518.0,7.9,58/100
ts243780,Sharkdog,0.0,tt12211696,6.2,136.0,,
ts289364,Cat People,32.0,tt14818454,6.3,266.0,6.3,56/100
ts279953,Law School,60.0,tt13885336,8.1,2024.0,8.2,58/100
ts301609,Love Is Blind: Brazil,56.0,tt15018224,6.1,425.0,,
ts297065,Tattoo Redo,30.0,tt14956090,5.8,680.0,5.1,43/100
ts304709,Bake Squad,38.0,tt15078760,6.9,651.0,,
ts273318,Country Comfort,24.0,tt11717394,6.9,3301.0,6.9,52/100
ts329882,Secrets of Summer,30.0,tt12379170,5.9,110.0,,
ts317144,Adventure Beast,19.0,tt15478708,5.2,496.0,,
ts289261,Transformers: BotBots,25.0,tt14202476,6.8,68.0,,
ts282155,Zero,24.0,tt10619486,5.6,1270.0,5.7,50/100
ts285469,Headspace Guide to Sleep,19.0,tt14318406,6.8,445.0,6.8,47/100
ts272515,Dealer,32.0,tt13702252,6.1,659.0,6.2,48/100
ts299485,A Tale Dark & Grimm,31.0,tt2386826,7.3,1193.0,,
ts288540,Ray,59.0,tt14160660,7.2,8668.0,7.3,67/100
ts313902,Your Life is a Joke,37.0,tt15663868,5.5,83.0,,
ts275448,Navillera,64.0,tt13885302,8.8,2024.0,8.8,55/100
ts287853,Coyotes,45.0,tt13847924,5.1,293.0,,
ts287149,Hype House,32.0,tt15257704,2.3,2860.0,,
ts270807,"Hello, Me!",61.0,tt13670090,7.3,538.0,7.2,46/100
ts316965,Ridley Jones,28.0,tt13351440,4.7,223.0,5.6,52/100
ts297763,Myth and Mogul: John DeLorean,44.0,tt14968268,6.8,1009.0,,
ts300274,Cooking With Paris,23.0,tt15036422,5.2,1055.0,,
ts299321,Dogs in Space,22.0,tt14906826,7.2,560.0,,
ts288997,Human: The World Within,52.0,tt14574154,6.8,697.0,6.8,54/100
ts292446,Taarak Mehta Kka Chhota Chashmah,22.0,tt14438518,6.8,74.0,,
ts306135,"Vendetta: Truth, Lies and The Mafia",39.0,tt14216574,6.7,232.0,,
ts258321,"Ada Twist, Scientist",28.0,tt13241650,6.4,131.0,,
ts289757,Crime Stories: India Detectives,52.0,tt14178956,7.2,934.0,,
ts309676,The World's Most Amazing Vacation Rentals,35.0,tt14691382,6.7,1278.0,6.6,57/100
ts311958,The Hungry and the Hairy,63.0,tt16088530,7.5,218.0,,
ts288064,Somos.,47.0,tt14719590,7.1,1108.0,7.2,61/100
ts287941,Racket Boys,70.0,tt14482414,1.8,27484.0,1.1,42/100
ts283639,Decoupled,30.0,tt14167338,8.0,6379.0,,
ts311915,Rebelde,39.0,tt14153686,6.2,2122.0,,
ts257315,Karma's World,11.0,tt13321232,6.2,134.0,,
ts287741,"Fresh, Fried & Crispy",25.0,tt14644428,6.2,603.0,6.2,53/100
ts304690,Remember You,67.0,tt15344082,7.4,65.0,,
ts314963,The Fastest,35.0,tt15779034,5.7,76.0,,
ts307981,Scaredy Cats,26.0,tt15387774,6.2,338.0,,
ts288545,We the People,5.0,tt14770480,3.4,674.0,4.5,52/100
ts61384,My Love: Six Stories of True Love,70.0,tt14267526,7.5,281.0,,
ts296179,The War Next-door,32.0,tt14821886,5.6,373.0,5.7,56/100
ts273275,Marriage or Mortgage,40.0,tt14037542,5.1,433.0,5.2,42/100
ts320407,The Future Diary,33.0,tt15567380,7.9,97.0,,
ts293346,Race: Bubba Wallace,47.0,tt14513646,5.9,402.0,,
ts285471,The Wedding Coach,32.0,tt14210424,4.9,85.0,4.9,42/100
ts283614,Haunted: Latin America,33.0,tt14164238,5.3,572.0,5.4,47/100
ts285470,Pet Stars,27.0,tt14318392,4.9,117.0,5.8,41/100
ts310628,MaveriX,23.0,tt15373864,8.4,31.0,,
ts286218,The Rational Life,45.0,tt14376958,8.1,445.0,8.2,53/100
ts257873,Dive Club,0.0,tt13275052,6.2,789.0,,
ts296201,Elize Matsunaga: Once Upon a Crime,49.0,tt14856998,5.9,2088.0,5.8,58/100
ts282876,"Nevenka, Breaking The Silence",38.0,tt14091172,6.9,658.0,,
ts331449,Hei$t: The Great Robbery of Brazil's Central Bank,61.0,tt18274172,6.3,193.0,,
ts229537,The New Adventures of Oggy,15.0,tt11194006,6.6,38.0,,
ts287729,Alma Matters: Inside the IIT Dream,51.0,tt14512938,8.3,2323.0,8.5,59/100
ts267062,Jiva!,38.0,tt12564616,5.5,263.0,5.7,53/100
ts288832,I Heart Arlo,15.0,tt13573450,7.0,204.0,,
ts272092,Canine Intervention,35.0,tt13932598,6.5,886.0,6.5,47/100
ts316882,Reasonable Doubt: A Tale of Two Kidnappings,47.0,tt15796900,7.6,179.0,,
ts285106,Under Suspicion: Uncovering the Wesphael Case,36.0,tt14078186,6.3,727.0,6.3,48/100
ts305732,Metal Shop Masters,0.0,tt15216520,5.6,546.0,,
ts302056,Titletown High,34.0,tt15192032,5.4,318.0,,
ts285874,Magic for Humans Spain,23.0,tt14136320,6.0,77.0,6.4,40/100
ts282214,Let's Fight Ghost,65.0,tt14168868,7.5,98.0,7.7,40/100
ts292270,The Snitch Cartel: Origins,48.0,tt14417802,5.6,182.0,,
ts274575,How to Be A Cowboy,25.0,tt13438900,6.8,145.0,,
ts314962,Stories of a Generation - with Pope Francis,46.0,tt13784364,7.4,202.0,,
ts319608,The Family That Sings Together: The Camargos,39.0,tt16247236,5.4,41.0,,
ts289982,Bangkok Breaking,60.0,tt14202282,5.9,281.0,,
ts317709,Kayko and Kokosh,13.0,tt13979288,6.3,314.0,,
ts305254,The Ingenuity of the Househusband,6.0,tt15170710,6.7,396.0,,
ts293103,Juanpis González - The Series,26.0,tt14494894,6.8,339.0,,
ts288861,Let's Eat,60.0,tt15978704,8.2,5.0,7.7,55/100
ts308053,Jailbirds New Orleans,41.0,tt15320436,6.6,205.0,,
ts188367,Bombay Begums,49.0,tt10238792,5.3,4841.0,4.9,48/100
ts330422,Team Zenko Go,20.0,tt18274176,7.2,21.0,,
ts322267,The Big Shot Game Show,49.0,tt17052496,6.2,24.0,,
ts270616,We Are: The Brooklyn Saints,47.0,tt13656220,6.5,156.0,6.5,41/100
ts272422,Buried by the Bernards,0.0,tt13848380,7.3,339.0,7.3,44/100
ts322506,Word Party Presents: Math!,27.0,tt16290860,7.5,13.0,,
ts288544,Creator's File: GOLD,25.0,tt14611486,6.6,23.0,6.5,40/100
ts320335,Summer Heat,48.0,tt14655298,5.5,265.0,,
ts285422,Newton's Cradle,41.0,tt11703922,8.0,1565.0,,
ts283284,Navarasa,34.0,tt13357946,5.9,3470.0,,
ts297685,I Need Romance,45.0,tt16077338,7.8,24.0,,
ts308002,The Five Juanas,34.0,tt15377930,6.9,1728.0,,
ts284885,Abla Fahita: Drama Queen,25.0,tt11570224,6.6,433.0,6.6,43/100
ts287687,Lava Ka Dhaava,30.0,tt14492912,6.0,41.0,6.1,41/100
ts309235,Christmas Flow,50.0,tt15340790,5.8,702.0,,
ts307816,Korean Cold Noodle Rhapsody,49.0,tt15772846,7.3,15.0,,
ts273317,Pitta Kathalu,37.0,tt13879000,5.1,727.0,5.0,46/100
ts286386,The Big Day,45.0,tt13887518,4.6,327.0,4.6,46/100
ts271048,Mighty Little Bheem: Kite Festival,0.0,tt13711094,8.8,16.0,8.5,39/100
,Marvel's Daredevil,,,,,8.6,90/100
,Fullmetal Alchemist: Brotherhood,,,,,9.1,88/100
,American Horror Story,,,,,8.0,86/100
,Star Trek: The Next Generation,,,,,8.6,86/100
,Broadchurch,,,,,8.4,86/100
,Marvel's Agents of S.H.I.E.L.D.,,,,,7.5,86/100
,American Crime Story,,,,,8.4,85/100
,Penny Dreadful,,,,,8.2,85/100
,Marvel's The Punisher,,,,,8.5,85/100
,Evil,,,,,7.7,85/100
,YOU,,,,,7.7,85/100
,Marvel's Jessica Jones,,,,,7.9,84/100
,Death Note,,,,,9.0,84/100
,Pose,,,,,8.6,83/100
,Star Trek,,,,,8.3,82/100
,Halt and Catch Fire,,,,,8.4,81/100
,Marvel's Luke Cage,,,,,7.3,79/100
,Star Trek: Voyager,,,,,7.8,78/100
,"Tiger King: Murder, Mayhem and Madness",,,,,7.6,78/100
,Marvel's The Defenders,,,,,7.3,78/100
,Haikyu!!,,,,,8.7,77/100
,Colony,,,,,7.4,77/100
,The Shannara Chronicles,,,,,7.2,77/100
,StartUp,,,,,7.9,77/100
,Ripper Street,,,,,8.1,77/100
,Episodes,,,,,7.8,77/100
,Glee,,,,,6.7,76/100
,TURN: Washington's Spies,,,,,8.1,76/100
,Star Trek: Enterprise,,,,,7.5,76/100
,The Midnight Gospel,,,,,8.2,74/100
,Soul Eater,,,,,7.8,74/100
,Leyla ile Mecnun,,,,,9.1,74/100
,Marvel's Iron Fist,,,,,6.5,73/100
,Bleach,,,,,8.1,73/100
,Fullmetal Alchemist,,,,,8.5,73/100
,JoJo's Bizarre Adventure,,,,,8.4,72/100
,Your Lie in April,,,,,8.6,72/100
,Jupiters Legacy,,,,,6.7,72/100
,Doctor Foster,,,,,7.7,72/100
,Parasyte -the maxim-,,,,,8.3,72/100
,Paranormal,,,,,8.5,71/100
,Crash Landing on You,,,,,8.7,71/100
,The Great British Bake Off,,,,,8.5,70/100
,Wizards: Tales of Arcadia,,,,,8.2,70/100
,Transformers: War for Cybertron: Siege,,,,,7.4,70/100
,I'm Sorry,,,,,8.0,70/100
,Forensic Files,,,,,8.8,70/100
,Night Stalker: The Hunt For a Serial Killer,,,,,7.5,70/100
,Great Pretender,,,,,8.0,69/100
,Rake,,,,,8.5,69/100
,Dawson's Creek,,,,,6.6,69/100
,Private Practice,,,,,6.7,69/100
,Beauty and the Beast,,,,,7.0,69/100
,Sophie: A Murder In West Cork,,,,,6.9,68/100
,Containment,,,,,7.2,68/100
,Akame ga Kill!,,,,,7.8,68/100
,'Allo 'Allo!,,,,,8.3,68/100
,Hyperdrive,,,,,8.1,67/100
,Devilman: Crybaby,,,,,7.6,67/100
,Kill la Kill,,,,,7.9,67/100
,Ancient Aliens,,,,,7.2,67/100
,The Frankenstein Chronicles,,,,,7.3,67/100
,The Unicorn,,,,,7.2,67/100
,Anohana: The Flower We Saw That Day,,,,,8.2,67/100
,RESIDENT EVIL: Infinite Darkness,,,,,5.8,67/100
,The Chalet,,,,,7.0,67/100
,We Bare Bears,,,,,7.9,67/100
,Jericho,,,,,7.3,66/100
,Scooby-Doo! Mystery Incorporated,,,,,8.0,66/100
,"Pablo Escobar, The Drug Lord",,,,,8.5,66/100
,No Game No Life,,,,,7.8,66/100
,The King: Eternal Monarch,,,,,8.3,66/100
,Sorjonen,,,,,7.6,65/100
,Sweet Home,,,,,7.4,65/100
,The Mist,,,,,5.4,65/100
,The Universe,,,,,8.7,65/100
,Masameer County,,,,,8.3,65/100
,Cleverman,,,,,6.4,65/100
,Word of Honor,,,,,9.1,65/100
,Pawn Stars,,,,,7.2,65/100
,Maid Sama!,,,,,8.0,64/100
,Mystery Science Theater 3000: The Return,,,,,8.0,64/100
,Is It Wrong to Try to Pick Up Girls in a Dungeon?,,,,,7.4,64/100
,Surviving R. Kelly,,,,,7.5,64/100
,Saint Seiya,,,,,8.5,64/100
,The Five,,,,,7.6,64/100
,W/ Bob & David,,,,,7.4,64/100
,Save Me,,,,,7.7,64/100
,The Curse of Oak Island,,,,,7.0,64/100
,Masum,,,,,8.4,63/100
,Ethos,,,,,8.6,63/100
,Clannad,,,,,7.9,63/100
,Generation 56k,,,,,7.4,63/100
,Fate/stay night [Unlimited Blade Works],,,,,8.0,63/100
,Man with a Plan,,,,,7.0,63/100
,World War II In HD Colour,,,,,8.7,63/100
,"What's New, Scooby-Doo?",,,,,7.3,63/100
,The Mantis,,,,,7.4,63/100
,College Romance,,,,,8.8,63/100
,Nevertheless,,,,,7.6,62/100
,Toast of London,,,,,8.2,62/100
,Greatest Events of World War II in Colour,,,,,8.7,62/100
,Blood of Zeus,,,,,7.5,62/100
,Taco Chronicles,,,,,7.9,62/100
,She,,,,,6.5,62/100
,Durarara!!,,,,,7.9,62/100
,Hostages,,,,,6.7,62/100
,People Just Do Nothing,,,,,8.5,61/100
,Billy on the Street,,,,,7.8,60/100
,Night on Earth,,,,,8.2,60/100
,The Break,,,,,7.6,60/100
,Diagnosis,,,,,7.7,60/100
,Zone Blanche,,,,,7.5,60/100
,The Bachelorette,,,,,3.4,60/100
,Cold Case Files,,,,,8.1,60/100
,Little Witch Academia,,,,,7.9,60/100
,Hoarders,,,,,6.4,59/100
,The Repair Shop,,,,,8.7,59/100
,"Love, Chunibyo & Other Delusions",,,,,7.4,59/100
,Kabaneri of the Iron Fortress,,,,,7.2,59/100
,Oh My Ghost,,,,,8.1,59/100
,High on the Hog: How African American Cuisine Transformed America,,,,,7.7,59/100
,So Not Worth It,,,,,7.7,59/100
,K-ON!,,,,,7.7,59/100
,This is a Robbery: The World's Biggest Art Heist,,,,,6.4,58/100
,The English Game,,,,,7.6,58/100
,Reckoning,,,,,6.6,58/100
,WWII in HD,,,,,8.7,58/100
,La cocinera de Castamar,,,,,7.4,58/100
,W1A,,,,,7.8,58/100
,One of Us,,,,,7.0,58/100
,Börü,,,,,8.2,58/100
,Man Down,,,,,7.6,58/100
,The Woods,,,,,6.5,58/100
,Monthly Girls' Nozaki-kun,,,,,7.6,57/100
,The Bride of the Water God,,,,,6.9,57/100
,Aunty Donna's Big Ol' House of Fun,,,,,8.0,57/100
,America's Book of Secrets,,,,,6.8,57/100
,Valor,,,,,6.0,57/100
,Equinox,,,,,6.1,57/100
,Vexed,,,,,7.3,56/100
,Strangers From Hell,,,,,7.9,56/100
,Man to Man,,,,,7.4,56/100
,Avlu,,,,,7.2,56/100
,Extracurricular,,,,,7.7,56/100
,Tunnel,,,,,8.3,56/100
,Sin Senos Sí Hay Paraíso,,,,,6.7,56/100
,Run On,,,,,7.6,56/100
,Curon,,,,,5.8,56/100
,Reply 1997,,,,,8.1,56/100
,Sex Explained,,,,,6.9,56/100
,Blood & Water,,,,,6.4,56/100
,Cheese in the Trap,,,,,7.4,55/100
,Kung Fu Panda: Legends of Awesomeness,,,,,6.8,55/100
,Fabulous Lives of Bollywood Wives,,,,,4.7,55/100
,The Last O.G.,,,,,6.9,55/100
,Romance is a Bonus Book,,,,,8.1,55/100
,The Boulet Brothers' Dragula,,,,,7.9,55/100
,"Bring It On, Ghost",,,,,7.6,55/100
,(The Hook Up Plan),,,,,7.2,55/100
,Ultraman,,,,,6.9,54/100
,Daughter From Another Mother,,,,,7.4,54/100
,Falsa Identidad,,,,,7.1,54/100
,Freud,,,,,6.5,54/100
,Get Even,,,,,6.5,54/100
,Jamtara - Sabka Number Ayega,,,,,7.3,54/100
,Zindagi inShort,,,,,7.2,54/100
,#blackAF,,,,,6.8,54/100
,Transfers,,,,,7.3,54/100
,High Score Girl,,,,,8.0,54/100
,MINE,,,,,7.8,53/100
,X-Men,,,,,6.9,53/100
,Argos Comunicación,,,,,7.2,53/100
,Silver Spoon,,,,,7.7,53/100
,Criminal: France,,,,,7.2,52/100
,Bloodride,,,,,6.4,52/100
,Glitch Techs,,,,,7.9,52/100
,Kissing Game,,,,,6.4,52/100
,Grand Hotel,,,,,8.2,52/100
,The Frozen Dead,,,,,6.3,52/100
,Soundtrack,,,,,6.8,52/100
,Bad Guys,,,,,7.9,52/100
,Morocco: Love in Times of War,,,,,7.6,52/100
,Sword Art Online Alternative: Gun Gale Online,,,,,6.9,52/100
,Hoops,,,,,6.0,52/100
,Men on a Mission,,,,,8.3,52/100
,Girls Hostel,,,,,8.1,52/100
,Broken,,,,,6.9,52/100
,Yunus Emre: Aşkın Yolculuğu,,,,,8.0,52/100
,The Duchess,,,,,6.8,52/100
,Green Frontier,,,,,7.3,52/100
,Loaded,,,,,6.6,52/100
,Nagi no Asukara,,,,,7.4,52/100
,Hangar 1: The UFO Files,,,,,7.3,52/100
,Girls und Panzer,,,,,7.4,52/100
,The Holiday Movies That Made Us,,,,,7.1,51/100
,The Disastrous Life of Saiki K.: Reawakened,,,,,7.9,51/100
,Reply 1994,,,,,7.8,51/100
,The Expanding Universe of Ashley Garcia,,,,,6.8,51/100
,Criminal: Spain,,,,,6.9,51/100
,Chicago Typewriter,,,,,8.3,51/100
,Suits,,,,,7.4,51/100
,My Country: The New Age,,,,,8.3,51/100
,100 Humans. Life's Questions. Answered.,,,,,5.7,51/100
,La Doña,,,,,7.2,51/100
,Trash Truck,,,,,8.4,51/100
,Subat,,,,,8.1,51/100
,The Wiggles,,,,,5.9,50/100
,Inhuman Resources,,,,,7.2,50/100
,Ben and Holly's Little Kingdom,,,,,7.4,50/100
,The Houseboat,,,,,7.3,50/100
,Murder Maps,,,,,7.5,50/100
,Filinta: An Ottoman Policeman,,,,,6.8,50/100
,Tomorrow with You,,,,,7.5,50/100
,Rosario Tijeras,,,,,6.2,50/100
,Supermarket Sweep,,,,,7.5,50/100
,College Behind Bars,,,,,8.4,50/100
,Hardy Bucks,,,,,8.3,50/100
,Nevenka: Breaking the Silence,,,,,7.0,49/100
,Dragon’s Dogma,,,,,6.3,49/100
,Ellen DeGeneres: Relatable,,,,,6.5,49/100
,Zero Chill,,,,,5.7,49/100
,Chocolate,,,,,7.7,49/100
,Rugal,,,,,6.4,49/100
,Moving On,,,,,7.5,49/100
,Killer Women with Piers Morgan,,,,,6.5,49/100
,The Hockey Girls,,,,,6.9,49/100
,SWORD GAI: The Animation,,,,,5.9,49/100
,Unstoppable,,,,,7.3,49/100
,Wild Catch / Chasing Monsters,,,,,7.4,49/100
,This Evening,,,,,8.2,49/100
,Beyblade Burst,,,,,6.7,49/100
,Shine On with Reese,,,,,7.7,48/100
,Re:Mind,,,,,5.0,48/100
,The Kirlian Frequency,,,,,7.6,48/100
,My Love,,,,,7.5,48/100
,Twenty Again,,,,,7.7,47/100
,Nadiya's Time to Eat,,,,,7.4,47/100
,Sea of Plastic,,,,,7.2,47/100
,StarBeam,,,,,6.9,47/100
,The Investigator: A British Crime Story,,,,,5.7,47/100
,The Prince of Tennis,,,,,7.6,47/100
,"Nisman: El fiscal, la presidenta y el espía",,,,,7.7,47/100
,Sneakerheads,,,,,6.2,47/100
,TVF Inmates,,,,,6.6,47/100
,Ending So Gently,,,,,6.6,47/100
,Cagaster of an Insect Cage,,,,,6.2,47/100
,All For Love,,,,,7.0,47/100
,No te puedes esconder,,,,,6.5,47/100
,Bel Ami,,,,,6.3,47/100
,Her Mother's Killer,,,,,7.7,46/100
,100% Hotter,,,,,4.4,46/100
,Mythomanic,,,,,6.8,46/100
,Meet the Drug Lords: Inside the Real Narcos,,,,,7.5,46/100
,What If?,,,,,7.5,46/100
,Los Briceño,,,,,7.9,46/100
,Glitter Force,,,,,6.6,46/100
,Beni Böyle Sev,,,,,7.1,46/100
,Lost & Found Music Studios,,,,,6.8,46/100
,Peasants Rebellion,,,,,8.5,46/100
,Babies,,,,,7.0,46/100
,"Schulz Saves America: Pandemics, Predators, Protests & Presidents",,,,,7.5,46/100
,Was It Love,,,,,7.2,46/100
,Just You,,,,,7.5,45/100
,In Family We Trust,,,,,8.1,45/100
,Jenni Rivera: Mariposa de Barrio,,,,,7.3,45/100
,The Good Detective,,,,,7.5,45/100
,Goedam,,,,,5.8,45/100
,21 Thunder,,,,,6.2,45/100
,Bromance,,,,,7.8,45/100
,Mia and Me,,,,,6.6,45/100
,Tong: Memories,,,,,8.1,45/100
,Brotherhood,,,,,7.6,45/100
,Izzy's Koala World,,,,,8.0,45/100
,LEGO Jurassic World: Legend of Isla Nublar,,,,,6.8,45/100
,Silvana Sin Lana,,,,,7.5,45/100
,Castle and Castle,,,,,8.6,45/100
,Late Night Restaurant,,,,,7.9,45/100
,Fall In Love With Me,,,,,7.2,44/100
,The Ollie & Moon Show,,,,,8.3,44/100
,Keeping Up with the Joneses,,,,,8.8,44/100
,Over Christmas,,,,,6.7,44/100
,A Love So Beautiful (KR),,,,,7.4,44/100
,Hjørdis,,,,,7.2,44/100
,The Search,,,,,5.5,44/100
,LEGO City Adventures,,,,,7.0,44/100
,Nature's Weirdest Events,,,,,6.9,44/100
,The Liar and His Lover,,,,,6.9,44/100
,Emily's Wonder Lab,,,,,8.6,44/100
,West Coast Customs,,,,,6.0,44/100
,Chief of Staff,,,,,7.9,44/100
,Homemade,,,,,6.0,44/100
,Ingress: The Animation,,,,,6.6,44/100
,Apache: La vida de Carlos Tevez,,,,,7.9,44/100
,Hotel Transylvania,,,,,5.5,43/100
,The Garden of Heaven,,,,,8.7,43/100
,Barbie Dreamhouse Adventures,,,,,6.8,43/100
,Hidden Worlds,,,,,7.2,43/100
,Refresh Man,,,,,7.7,43/100
,"Nuevo rico, nuevo pobre",,,,,7.1,43/100
,The Rap Game,,,,,5.7,43/100
,Mother Goose Club,,,,,7.4,43/100
,Possessed,,,,,6.9,43/100
,Someone Like You,,,,,8.0,43/100
,Off Camera with Sam Jones,,,,,8.4,43/100
,How to Ruin Christmas: The Wedding,,,,,6.2,43/100
,Engineering Girls,,,,,7.0,43/100
,Hoff the Record,,,,,7.0,43/100
,Followers,,,,,6.2,42/100
,One on One with Kirk Cameron,,,,,4.2,42/100
,Ice Fantasy,,,,,7.1,42/100
,"Rica, Famosa, Latina",,,,,5.7,42/100
,The Octonauts,,,,,6.4,42/100
,Upin & Ipin,,,,,5.8,42/100
,Agent,,,,,7.2,42/100
,Alphablocks,,,,,7.8,42/100
,Magmel of the Sea Blue,,,,,6.2,41/100
,Msameer,,,,,8.5,41/100
,Nadiya Bakes,,,,,7.1,41/100
,That's What Happened,,,,,8.1,41/100
,Angelina Ballerina: The Next Steps,,,,,4.9,41/100
,Spectros,,,,,4.7,41/100
,Panda and Hedgehog,,,,,6.3,41/100
,Black Hollywood: 'They've Gotta Have Us',,,,,7.6,41/100
,A Year In Space,,,,,7.4,41/100
,Check The Store Next Door: The Next Chapter,,,,,7.9,41/100
,Oddbods (Shorts),,,,,6.4,40/100
,The Qin Empire,,,,,8.1,40/100
,Mighty Express,,,,,5.0,40/100
,H2O - Abenteuer Meerjungfrau,,,,,5.6,40/100
,Rea(l)ove,,,,,6.7,40/100
,Eugenie Nights - ليالي أوجيني,,,,,7.4,40/100
,Tango,,,,,7.2,40/100
,Booba Aventuras na Cozinha,,,,,8.7,39/100
,Littlest Pet Shop: A World of Our Own,,,,,6.8,39/100
,Locombianos,,,,,3.6,39/100
,Akbar Birbal,,,,,7.5,39/100
,VeggieTales In The House,,,,,4.4,39/100
,LEGO Jurassic World: The Secret Exhibit,,,,,6.3,39/100
,Strong,,,,,7.5,39/100
,The Jungle Book,,,,,4.2,39/100
,My Dear Boy,,,,,8.0,39/100
,Rhyme Time Town Singalongs,,,,,8.3,39/100
,"Noddy, Toyland Detective",,,,,6.2,39/100
,Chico Bon Bon: Monkey with a Tool Belt,,,,,6.3,39/100
,ZOIDS WILD,,,,,5.8,38/100
,Cabins in the Wild with Dick Strawbridge,,,,,6.8,38/100
,Disappearance,,,,,7.2,38/100
,I'm with the Band: Nasty Cherry,,,,,6.7,38/100
,The Crime,,,,,6.2,38/100
,Tayee,,,,,8.0,38/100
,Yanxi Palace: Princess Adventures,,,,,5.8,38/100
,Graceful Friends,,,,,6.7,38/100
,The In-Laws,,,,,5.7,38/100
,Shrek's Swamp Stories,,,,,6.6,38/100
,Block B - Under Arrest,,,,,6.9,37/100
,Legend of Chu and Han,,,,,8.0,37/100
,The Outsiders,,,,,7.4,37/100
,LEGO Elves,,,,,6.7,37/100
,Memory Love,,,,,7.8,37/100
,The Perfect Match,,,,,7.5,37/100
,Love Family,,,,,7.8,37/100
,When I See You Again,,,,,7.1,37/100
,"Three Wives, One Husband",,,,,6.5,37/100
,Justice,,,,,5.2,37/100
,Fifty,,,,,8.3,37/100
,Pacto de Sangue,,,,,6.9,37/100
,Pablo,,,,,7.6,37/100
,The Land of Hypocrisy,,,,,6.5,37/100
,Inside the Freemasons,,,,,5.4,36/100
,All About Love,,,,,6.3,36/100
,Rimba Racer,,,,,8.2,36/100
,Murphy's Law of Love,,,,,7.4,36/100
,Dreamworks Spooky Stories,,,,,6.7,36/100
,Little Baby Bum: Nursery Rhyme Friends,,,,,6.7,36/100
,Lion Pride,,,,,7.3,35/100
,Love At Seventeen,,,,,6.2,35/100
,The Could’ve-Gone-All-the-Way Committee,,,,,6.8,35/100
,Kid-E-Cats,,,,,7.4,35/100
,Easy Fortune Happy Life,,,,,5.6,35/100
,Bangkok Love Stories 2: Plead,,,,,7.1,35/100
,Тобот,,,,,6.6,35/100
,In The Bosom of a Thorn,,,,,7.3,35/100
,Angel 'N' Devil,,,,,4.9,34/100
,President,,,,,7.2,34/100
,Entangled,,,,,6.9,34/100
,Lavender,,,,,6.6,34/100
,Frank Elstner: Just One Last Question,,,,,7.6,34/100
,KO One,,,,,5.4,34/100
,La Ley secreta,,,,,7.4,34/100
,Miniforce X,,,,,4.3,34/100
,Candy Online,,,,,5.3,34/100
,Oh Yuck!,,,,,7.4,34/100
,K.O.3an Guo,,,,,5.3,34/100
,Nasce Uma Rainha,,,,,6.5,34/100
,Bhaag Beanie Bhaag,,,,,3.8,34/100
,Tian Bao Fuyao Lu,,,,,7.0,34/100
,Zona Rosa,,,,,6.0,34/100
,"Crazy, Lovely, Cool",,,,,7.8,33/100
,See You in Time,,,,,7.1,33/100
,Color of Woman,,,,,5.0,33/100
,Love Cheque Charge,,,,,7.5,33/100
,Bangkok รัก Stories 2 ตอน ไม่เดียงสา,,,,,6.8,33/100
,Love for Ten: Generation of Youth,,,,,6.5,33/100
,Kongsuni and Friends,,,,,4.4,32/100
,Before 30,,,,,8.1,32/100
,ARASHI's Diary -Voyage-,,,,,7.4,32/100
